iTest	taille	min	max	nom_tri	type_tab	temps	mem
40	47924	-10000	10000	fusion	constant	0.03	2396
37	97493	-10000	10000	fusion	croissant	0.07	3216
38	82967	-10000	10000	radix	croissant	0.04	2632
42	73075	-10000	10000	rapide	decroissant	0.01	2388
39	58562	-10000	10000	fusion	constant	0.04	2704
40	47924	-10000	10000	radix	decroissant	0.02	2332
40	47924	-10000	10000	insertion	croissant	0.02	2328
42	73075	-10000	10000	rapide	croissant	0.01	2296
38	82967	-10000	10000	fusion	croissant	0.06	2944
41	96380	-10000	10000	rapide	croissant	0.02	2604
37	97493	-10000	10000	radix	croissant	0.04	2912
40	47924	-10000	10000	fusion	aleatoire	0.04	2476
41	96380	-10000	10000	rapide	aleatoire	0.02	2576
41	96380	-10000	10000	radix	constant	0.02	2828
42	73075	-10000	10000	rapide	aleatoire	0.02	2400
38	82967	-10000	10000	radix	decroissant	0.05	2640
40	47924	-10000	10000	fusion	decroissant	0.03	2452
42	73075	-10000	10000	radix	constant	0.01	2584
43	56367	-10000	10000	rapide	croissant	0.00	2084
43	56367	-10000	10000	rapide	aleatoire	0.01	2016
43	56367	-10000	10000	insertion	croissant	0.02	2212
39	58562	-10000	10000	fusion	croissant	0.04	2712
43	56367	-10000	10000	radix	constant	0.00	2196
43	56367	-10000	10000	rapide	decroissant	0.00	2052
38	82967	-10000	10000	fusion	decroissant	0.06	2868
39	58562	-10000	10000	fusion	aleatoire	0.05	2712
42	73075	-10000	10000	radix	decroissant	0.03	2648
41	96380	-10000	10000	radix	decroissant	0.05	2924
44	34899	-10000	10000	rapide	decroissant	0.00	2124
37	97493	-10000	10000	fusion	constant	0.06	3248
44	34899	-10000	10000	radix	constant	0.00	2332
42	73075	-10000	10000	insertion	constant	0.03	2440
44	34899	-10000	10000	rapide	croissant	0.00	2000
43	56367	-10000	10000	insertion	constant	0.02	2300
42	73075	-10000	10000	fusion	constant	0.05	2744
38	82967	-10000	10000	fusion	aleatoire	0.06	2888
44	34899	-10000	10000	rapide	aleatoire	0.01	2044
37	97493	-10000	10000	fusion	decroissant	0.07	3240
41	96380	-10000	10000	insertion	croissant	0.04	2864
45	37951	-10000	10000	rapide	croissant	0.00	2000
41	96380	-10000	10000	insertion	constant	0.04	2780
44	34899	-10000	10000	insertion	constant	0.01	2300
42	73075	-10000	10000	radix	aleatoire	0.03	2724
41	96380	-10000	10000	radix	croissant	0.04	2916
44	34899	-10000	10000	radix	aleatoire	0.01	2228
44	34899	-10000	10000	radix	croissant	0.01	2256
42	73075	-10000	10000	insertion	croissant	0.03	2596
37	97493	-10000	10000	fusion	aleatoire	0.08	3284
45	37951	-10000	10000	rapide	decroissant	0.00	2136
42	73075	-10000	10000	radix	croissant	0.03	2628
44	34899	-10000	10000	insertion	croissant	0.01	2300
44	34899	-10000	10000	radix	decroissant	0.02	2252
43	56367	-10000	10000	fusion	aleatoire	0.05	2528
43	56367	-10000	10000	radix	decroissant	0.03	2312
43	56367	-10000	10000	fusion	croissant	0.04	2432
43	56367	-10000	10000	radix	croissant	0.03	2248
42	73075	-10000	10000	fusion	croissant	0.05	2848
45	37951	-10000	10000	radix	constant	0.00	2164
41	96380	-10000	10000	radix	aleatoire	0.05	2912
41	96380	-10000	10000	fusion	constant	0.07	3176
44	34899	-10000	10000	fusion	croissant	0.02	2592
42	73075	-10000	10000	fusion	decroissant	0.05	2828
43	56367	-10000	10000	radix	aleatoire	0.02	2312
41	96380	-10000	10000	fusion	croissant	0.07	3184
45	37951	-10000	10000	insertion	croissant	0.01	2180
30	7830	-10000	10000	insertion	decroissant	0.18	2364
45	37951	-10000	10000	rapide	aleatoire	0.01	2112
18	10470	-10000	10000	insertion	decroissant	0.33	2376
45	37951	-10000	10000	insertion	constant	0.00	2324
44	34899	-10000	10000	fusion	constant	0.02	2408
43	56367	-10000	10000	fusion	decroissant	0.04	2372
44	34899	-10000	10000	fusion	decroissant	0.02	2392
44	34899	-10000	10000	fusion	aleatoire	0.03	2392
43	56367	-10000	10000	fusion	constant	0.03	2436
45	37951	-10000	10000	radix	aleatoire	0.02	2248
45	37951	-10000	10000	radix	croissant	0.02	2196
45	37951	-10000	10000	radix	decroissant	0.02	2332
45	37951	-10000	10000	fusion	croissant	0.02	2500
36	9441	-10000	10000	insertion	aleatoire	0.14	2324
46	77638	-10000	10000	rapide	croissant	0.01	2400
46	77638	-10000	10000	rapide	decroissant	0.01	2368
45	37951	-10000	10000	fusion	decroissant	0.03	2592
41	96380	-10000	10000	fusion	decroissant	0.07	3280
46	77638	-10000	10000	radix	constant	0.01	2572
45	37951	-10000	10000	fusion	constant	0.02	2452
42	73075	-10000	10000	fusion	aleatoire	0.06	2800
46	77638	-10000	10000	rapide	aleatoire	0.02	2368
47	50601	-10000	10000	rapide	decroissant	0.01	2128
47	50601	-10000	10000	rapide	croissant	0.01	2112
47	50601	-10000	10000	insertion	croissant	0.02	2332
46	77638	-10000	10000	insertion	croissant	0.02	2512
45	37951	-10000	10000	fusion	aleatoire	0.03	2596
46	77638	-10000	10000	insertion	constant	0.02	2620
47	50601	-10000	10000	radix	constant	0.00	2332
41	96380	-10000	10000	fusion	aleatoire	0.08	3176
47	50601	-10000	10000	rapide	aleatoire	0.01	2048
49	2426	-10000	10000	fusion	croissant	0.00	2212
49	2426	-10000	10000	rapide	decroissant	0.00	1916
46	77638	-10000	10000	radix	aleatoire	0.03	2632
47	50601	-10000	10000	radix	decroissant	0.02	2228
49	2426	-10000	10000	fusion	constant	0.00	2240
47	50601	-10000	10000	fusion	decroissant	0.03	2456
46	77638	-10000	10000	radix	croissant	0.04	2588
49	2426	-10000	10000	radix	constant	0.00	2272
49	2426	-10000	10000	insertion	constant	0.00	2084
48	67462	-10000	10000	rapide	decroissant	0.01	2348
49	2426	-10000	10000	fusion	decroissant	0.00	2336
49	2426	-10000	10000	rapide	aleatoire	0.00	1944
49	2426	-10000	10000	radix	aleatoire	0.00	2284
47	50601	-10000	10000	radix	croissant	0.02	2336
47	50601	-10000	10000	insertion	constant	0.02	2308
48	67462	-10000	10000	rapide	croissant	0.01	2396
47	50601	-10000	10000	radix	aleatoire	0.02	2248
49	2426	-10000	10000	fusion	aleatoire	0.00	2104
49	2426	-10000	10000	insertion	croissant	0.00	2272
46	77638	-10000	10000	fusion	constant	0.05	2968
49	2426	-10000	10000	rapide	croissant	0.00	2072
48	67462	-10000	10000	radix	decroissant	0.03	2644
47	50601	-10000	10000	fusion	croissant	0.03	2460
48	67462	-10000	10000	radix	constant	0.01	2572
48	67462	-10000	10000	rapide	aleatoire	0.02	2280
49	2426	-10000	10000	radix	decroissant	0.00	2312
49	2426	-10000	10000	radix	croissant	0.00	2152
49	2426	-10000	10000	insertion	aleatoire	0.01	2260
47	50601	-10000	10000	fusion	constant	0.03	2424
48	67462	-10000	10000	fusion	croissant	0.04	2968
48	67462	-10000	10000	insertion	croissant	0.02	2592
50	606	-10000	10000	insertion	aleatoire	0.00	2312
50	606	-10000	10000	radix	decroissant	0.00	2128
46	77638	-10000	10000	fusion	decroissant	0.05	3016
50	606	-10000	10000	fusion	aleatoire	0.00	2304
50	606	-10000	10000	insertion	croissant	0.00	2300
50	606	-10000	10000	rapide	decroissant	0.00	1904
46	77638	-10000	10000	fusion	croissant	0.05	3016
50	606	-10000	10000	rapide	aleatoire	0.00	2108
50	606	-10000	10000	insertion	constant	0.00	2296
50	606	-10000	10000	fusion	constant	0.00	2216
50	606	-10000	10000	radix	constant	0.00	2144
50	606	-10000	10000	insertion	decroissant	0.00	2260
50	606	-10000	10000	fusion	decroissant	0.00	2212
50	606	-10000	10000	rapide	constant	0.00	2080
50	606	-10000	10000	radix	croissant	0.00	2304
48	67462	-10000	10000	radix	aleatoire	0.03	2644
49	2426	-10000	10000	insertion	decroissant	0.02	2276
48	67462	-10000	10000	insertion	constant	0.02	2596
50	606	-10000	10000	rapide	croissant	0.00	1904
50	606	-10000	10000	radix	aleatoire	0.00	2208
46	77638	-10000	10000	radix	decroissant	0.04	2728
49	2426	-10000	10000	rapide	constant	0.02	1964
50	606	-10000	10000	fusion	croissant	0.00	2080
47	50601	-10000	10000	fusion	aleatoire	0.04	2512
48	67462	-10000	10000	radix	croissant	0.03	2632
48	67462	-10000	10000	fusion	constant	0.04	2984
46	77638	-10000	10000	fusion	aleatoire	0.07	2980
48	67462	-10000	10000	fusion	decroissant	0.05	2976
48	67462	-10000	10000	fusion	aleatoire	0.06	2984
11	13197	-10000	10000	insertion	decroissant	0.55	2304
1	16980	-10000	10000	insertion	decroissant	0.87	2288
18	10470	-10000	10000	rapide	constant	0.50	2028
30	7830	-10000	10000	rapide	constant	0.30	2092
36	9441	-10000	10000	insertion	decroissant	0.28	2376
36	9441	-10000	10000	rapide	constant	0.41	2132
20	13892	-10000	10000	insertion	decroissant	0.62	2404
11	13197	-10000	10000	rapide	constant	0.82	2168
32	19861	-10000	10000	insertion	aleatoire	0.63	2124
6	26099	-10000	10000	insertion	aleatoire	1.09	2248
20	13892	-10000	10000	rapide	constant	0.91	2232
1	16980	-10000	10000	rapide	constant	1.36	4072
27	26722	-10000	10000	insertion	aleatoire	1.11	2332
32	19861	-10000	10000	insertion	decroissant	1.29	2252
21	32106	-10000	10000	insertion	aleatoire	1.68	2328
6	26099	-10000	10000	insertion	decroissant	2.12	2196
16	34334	-10000	10000	insertion	aleatoire	1.89	2332
32	19861	-10000	10000	rapide	constant	1.89	2476
19	34252	-10000	10000	insertion	aleatoire	1.92	2172
22	34150	-10000	10000	insertion	aleatoire	1.90	2356
35	33218	-10000	10000	insertion	aleatoire	1.80	2252
9	40562	-10000	10000	insertion	aleatoire	2.59	2308
4	43124	-10000	10000	insertion	aleatoire	2.95	2308
44	34899	-10000	10000	insertion	aleatoire	1.95	2328
27	26722	-10000	10000	insertion	decroissant	2.34	2336
45	37951	-10000	10000	insertion	aleatoire	2.33	2308
22	34150	-10000	10000	insertion	decroissant	3.61	2300
6	26099	-10000	10000	rapide	constant	3.26	3672
21	32106	-10000	10000	insertion	decroissant	3.28	2308
16	34334	-10000	10000	insertion	decroissant	3.77	2176
27	26722	-10000	10000	rapide	constant	3.46	4436
35	33218	-10000	10000	insertion	decroissant	3.50	2308
19	34252	-10000	10000	insertion	decroissant	3.80	2308
40	47924	-10000	10000	insertion	aleatoire	3.66	2328
28	50089	-10000	10000	insertion	aleatoire	3.99	2356
44	34899	-10000	10000	insertion	decroissant	3.90	2252
47	50601	-10000	10000	insertion	aleatoire	4.14	2232
5	53669	-10000	10000	insertion	aleatoire	4.59	2228
9	40562	-10000	10000	insertion	decroissant	5.28	2328
24	53626	-10000	10000	insertion	aleatoire	4.62	2248
21	32106	-10000	10000	rapide	constant	4.94	5828
43	56367	-10000	10000	insertion	aleatoire	5.15	2620
45	37951	-10000	10000	insertion	decroissant	4.64	2252
22	34150	-10000	10000	rapide	constant	5.58	6068
26	57774	-10000	10000	insertion	aleatoire	5.38	2588
16	34334	-10000	10000	rapide	constant	5.70	4452
39	58562	-10000	10000	insertion	aleatoire	5.47	2572
4	43124	-10000	10000	insertion	decroissant	5.88	2328
12	60536	-10000	10000	insertion	aleatoire	5.91	2460
19	34252	-10000	10000	rapide	constant	5.65	4568
8	61607	-10000	10000	insertion	aleatoire	6.18	2572
35	33218	-10000	10000	rapide	constant	5.36	5840
44	34899	-10000	10000	rapide	constant	5.90	6024
15	68733	-10000	10000	insertion	aleatoire	7.70	2584
9	40562	-10000	10000	rapide	constant	7.90	6004
45	37951	-10000	10000	rapide	constant	6.96	6068
40	47924	-10000	10000	insertion	decroissant	7.38	2300
28	50089	-10000	10000	insertion	decroissant	7.99	2292
48	67462	-10000	10000	insertion	aleatoire	7.41	2440
42	73075	-10000	10000	insertion	aleatoire	8.53	2476
4	43124	-10000	10000	rapide	constant	8.91	5468
34	72359	-10000	10000	insertion	aleatoire	8.38	2520
47	50601	-10000	10000	insertion	decroissant	8.28	2324
5	53669	-10000	10000	insertion	decroissant	9.26	2308
10	75157	-10000	10000	insertion	aleatoire	9.02	2460
2	77988	-10000	10000	insertion	aleatoire	9.79	2588
24	53626	-10000	10000	insertion	decroissant	9.37	2320
14	77930	-10000	10000	insertion	aleatoire	9.84	2588
43	56367	-10000	10000	insertion	decroissant	10.29	2596
46	77638	-10000	10000	insertion	aleatoire	9.73	2492
40	47924	-10000	10000	rapide	constant	11.08	6912
26	57774	-10000	10000	insertion	decroissant	10.73	2596
38	82967	-10000	10000	insertion	aleatoire	11.20	2592
33	80925	-10000	10000	insertion	aleatoire	10.32	2440
39	58562	-10000	10000	insertion	decroissant	11.04	2480
7	83649	-10000	10000	insertion	aleatoire	11.27	2584
12	60536	-10000	10000	insertion	decroissant	11.76	2592
8	61607	-10000	10000	insertion	decroissant	12.05	2564
29	86546	-10000	10000	insertion	aleatoire	12.18	2564
28	50089	-10000	10000	rapide	constant	12.13	6852
47	50601	-10000	10000	rapide	constant	12.47	6568
31	88414	-10000	10000	insertion	aleatoire	12.68	2436
5	53669	-10000	10000	rapide	constant	13.96	6540
3	91935	-10000	10000	insertion	aleatoire	13.51	2832
25	92370	-10000	10000	insertion	aleatoire	13.80	2836
13	93142	-10000	10000	insertion	aleatoire	14.01	2860
24	53626	-10000	10000	rapide	constant	13.94	5892
15	68733	-10000	10000	insertion	decroissant	15.06	2476
48	67462	-10000	10000	insertion	decroissant	14.45	2596
17	95025	-10000	10000	insertion	aleatoire	14.62	2776
41	96380	-10000	10000	insertion	aleatoire	14.81	2848
43	56367	-10000	10000	rapide	constant	15.33	7212
37	97493	-10000	10000	insertion	aleatoire	15.36	2708
26	57774	-10000	10000	rapide	constant	16.10	6660
39	58562	-10000	10000	rapide	constant	16.55	7836
34	72359	-10000	10000	insertion	decroissant	16.80	2516
42	73075	-10000	10000	insertion	decroissant	17.03	2572
8	61607	-10000	10000	rapide	constant	18.43	6728
10	75157	-10000	10000	insertion	decroissant	17.89	2572
12	60536	-10000	10000	rapide	constant	17.73	6152
14	77930	-10000	10000	insertion	decroissant	19.22	2592
46	77638	-10000	10000	insertion	decroissant	19.28	2584
2	77988	-10000	10000	insertion	decroissant	19.46	2436
33	80925	-10000	10000	insertion	decroissant	20.89	2580
7	83649	-10000	10000	insertion	decroissant	21.55	2512
29	86546	-10000	10000	insertion	decroissant	22.58	2588
48	67462	-10000	10000	rapide	constant	21.98	8620
31	88414	-10000	10000	insertion	decroissant	22.84	2476
38	82967	-10000	10000	insertion	decroissant	21.66	2536
15	68733	-10000	10000	rapide	constant	22.53	6628
34	72359	-10000	10000	rapide	constant	24.03	8848
46	77638	-10000	10000	rapide	constant	24.76	8176
14	77930	-10000	10000	rapide	constant	23.98	8572
41	96380	-10000	10000	insertion	decroissant	24.99	2776
13	93142	-10000	10000	insertion	decroissant	25.69	2860
10	75157	-10000	10000	rapide	constant	24.55	7752
3	91935	-10000	10000	insertion	decroissant	26.48	4484
42	73075	-10000	10000	rapide	constant	25.44	8184
25	92370	-10000	10000	insertion	decroissant	24.89	2724
17	95025	-10000	10000	insertion	decroissant	25.82	2704
2	77988	-10000	10000	rapide	constant	26.27	8044
38	82967	-10000	10000	rapide	constant	27.40	9584
37	97493	-10000	10000	insertion	decroissant	27.75	2780
33	80925	-10000	10000	rapide	constant	27.78	9044
7	83649	-10000	10000	rapide	constant	29.64	9448
31	88414	-10000	10000	rapide	constant	29.67	8840
3	91935	-10000	10000	rapide	constant	30.74	9408
29	86546	-10000	10000	rapide	constant	30.64	9108
13	93142	-10000	10000	rapide	constant	32.70	9568
41	96380	-10000	10000	rapide	constant	31.85	9976
25	92370	-10000	10000	rapide	constant	32.49	9324
17	95025	-10000	10000	rapide	constant	33.69	10480
37	97493	-10000	10000	rapide	constant	34.19	9148
