iTest	taille	min	max	nom_tri	type_tab	temps	mem
27	91332	-10000	10000	radix	aleatoire	0.05	3408
31	7412	-10000	10000	insertion	unique	0.00	2244
30	92747	-10000	10000	rapide	croissant	0.02	3172
31	7412	-10000	10000	insertion	croissant	0.00	2420
28	63555	-10000	10000	radix	croissant	0.03	3024
32	18324	-10000	10000	radix	decroissant	0.01	2332
28	63555	-10000	10000	radix	decroissant	0.04	3112
31	7412	-10000	10000	radix	croissant	0.00	2268
32	18324	-10000	10000	rapide	croissant	0.00	2132
31	7412	-10000	10000	fusion	unique	0.00	2468
30	92747	-10000	10000	rapide	aleatoire	0.03	3120
32	18324	-10000	10000	radix	aleatoire	0.01	2252
27	91332	-10000	10000	insertion	croissant	0.04	3236
30	92747	-10000	10000	radix	unique	0.02	3376
28	63555	-10000	10000	fusion	decroissant	0.05	3388
29	44034	-10000	10000	fusion	decroissant	0.03	2656
29	44034	-10000	10000	fusion	croissant	0.04	2756
31	7412	-10000	10000	fusion	aleatoire	0.00	2300
29	44034	-10000	10000	fusion	unique	0.03	2728
32	18324	-10000	10000	rapide	decroissant	0.00	2128
25	8437	-10000	10000	insertion	aleatoire	0.12	2272
32	18324	-10000	10000	rapide	aleatoire	0.00	2132
29	44034	-10000	10000	fusion	aleatoire	0.04	2660
32	18324	-10000	10000	radix	croissant	0.00	2232
33	34192	-10000	10000	rapide	decroissant	0.00	2404
32	18324	-10000	10000	fusion	croissant	0.01	2452
32	18324	-10000	10000	insertion	unique	0.01	2360
28	63555	-10000	10000	fusion	croissant	0.05	3256
32	18324	-10000	10000	insertion	croissant	0.01	2328
33	34192	-10000	10000	radix	decroissant	0.02	2628
32	18324	-10000	10000	fusion	unique	0.01	2328
30	92747	-10000	10000	insertion	croissant	0.04	3368
33	34192	-10000	10000	rapide	aleatoire	0.01	2324
32	18324	-10000	10000	fusion	aleatoire	0.01	2384
32	18324	-10000	10000	fusion	decroissant	0.01	2448
35	8743	-10000	10000	insertion	croissant	0.00	2388
33	34192	-10000	10000	insertion	croissant	0.02	2592
33	34192	-10000	10000	radix	unique	0.00	2588
33	34192	-10000	10000	radix	croissant	0.02	2576
28	63555	-10000	10000	fusion	aleatoire	0.06	3248
33	34192	-10000	10000	insertion	unique	0.01	2600
33	34192	-10000	10000	rapide	croissant	0.00	2380
35	8743	-10000	10000	rapide	aleatoire	0.00	2200
30	92747	-10000	10000	insertion	unique	0.03	3312
27	91332	-10000	10000	fusion	croissant	0.07	3776
27	91332	-10000	10000	fusion	unique	0.07	3756
30	92747	-10000	10000	radix	decroissant	0.05	3512
27	91332	-10000	10000	fusion	aleatoire	0.09	3764
24	5229	-10000	10000	rapide	unique	0.15	3728
33	34192	-10000	10000	fusion	croissant	0.02	2724
35	8743	-10000	10000	fusion	croissant	0.00	2460
35	8743	-10000	10000	radix	unique	0.00	2228
18	10927	-10000	10000	insertion	aleatoire	0.21	2412
33	34192	-10000	10000	radix	aleatoire	0.02	2460
35	8743	-10000	10000	fusion	aleatoire	0.00	2412
34	74900	-10000	10000	rapide	croissant	0.02	2920
35	8743	-10000	10000	fusion	unique	0.00	2452
30	92747	-10000	10000	radix	aleatoire	0.06	3420
34	74900	-10000	10000	rapide	decroissant	0.02	2796
33	34192	-10000	10000	fusion	unique	0.03	2732
35	8743	-10000	10000	rapide	croissant	0.00	2148
35	8743	-10000	10000	radix	croissant	0.00	2292
35	8743	-10000	10000	fusion	decroissant	0.00	2460
35	8743	-10000	10000	radix	aleatoire	0.00	2320
33	34192	-10000	10000	fusion	aleatoire	0.03	2796
26	7747	-10000	10000	insertion	aleatoire	0.11	2368
35	8743	-10000	10000	radix	decroissant	0.00	2452
35	8743	-10000	10000	rapide	decroissant	0.00	2064
33	34192	-10000	10000	fusion	decroissant	0.03	2768
30	92747	-10000	10000	radix	croissant	0.06	3436
35	8743	-10000	10000	insertion	unique	0.00	2440
34	74900	-10000	10000	radix	unique	0.01	3024
30	92747	-10000	10000	fusion	unique	0.08	3796
34	74900	-10000	10000	rapide	aleatoire	0.02	2908
36	46881	-10000	10000	rapide	croissant	0.01	2660
34	74900	-10000	10000	insertion	croissant	0.03	3116
34	74900	-10000	10000	insertion	unique	0.03	3120
34	74900	-10000	10000	radix	aleatoire	0.03	3152
30	92747	-10000	10000	fusion	aleatoire	0.09	3796
36	46881	-10000	10000	radix	unique	0.01	2852
19	7696	-10000	10000	insertion	decroissant	0.22	2420
36	46881	-10000	10000	rapide	aleatoire	0.01	2576
37	47479	-10000	10000	rapide	decroissant	0.01	2544
36	46881	-10000	10000	rapide	decroissant	0.01	2576
30	92747	-10000	10000	fusion	croissant	0.08	3812
37	47479	-10000	10000	rapide	croissant	0.00	2588
36	46881	-10000	10000	insertion	unique	0.02	2728
36	46881	-10000	10000	radix	croissant	0.02	2852
37	47479	-10000	10000	rapide	aleatoire	0.01	2632
38	41263	-10000	10000	rapide	aleatoire	0.01	2380
38	41263	-10000	10000	rapide	decroissant	0.01	2404
