iTest	taille	min	max	nom_tri	type_tab	temps	mem
38	310151	-100000	100000	fusion	decroissant	0.29	8644
49	291075	-100000	100000	radix	croissant	0.21	8116
50	559814	-100000	100000	rapide	aleatoire	0.22	10444
4	793269	-100000	100000	fusion	croissant	0.74	20172
22	388166	-100000	100000	fusion	aleatoire	0.44	10852
5	978152	-100000	100000	radix	decroissant	0.69	24188
3	651434	-100000	100000	fusion	aleatoire	0.73	16724
29	548150	-100000	100000	radix	decroissant	0.39	14336
45	963678	-100000	100000	rapide	croissant	0.25	16828
37	791773	-100000	100000	rapide	aleatoire	0.32	14276
29	548150	-100000	100000	radix	croissant	0.39	14324
49	291075	-100000	100000	radix	aleatoire	0.21	8132
31	371794	-100000	100000	fusion	croissant	0.34	10308
33	878451	-100000	100000	rapide	aleatoire	0.36	15496
45	963678	-100000	100000	rapide	decroissant	0.26	16836
4	793269	-100000	100000	fusion	decroissant	0.76	20160
6	779240	-100000	100000	fusion	croissant	0.74	19948
38	310151	-100000	100000	fusion	aleatoire	0.34	8780
5	978152	-100000	100000	radix	aleatoire	0.74	24180
49	291075	-100000	100000	fusion	decroissant	0.27	8432
42	788765	-100000	100000	rapide	aleatoire	0.32	14272
49	291075	-100000	100000	fusion	croissant	0.27	8424
46	725667	-100000	100000	rapide	aleatoire	0.29	13140
48	745985	-100000	100000	rapide	aleatoire	0.30	13348
6	779240	-100000	100000	fusion	decroissant	0.75	19936
39	517329	-100000	100000	radix	croissant	0.37	13464
13	547498	-100000	100000	fusion	aleatoire	0.63	14604
11	911382	-100000	100000	radix	decroissant	0.66	22708
47	755151	-100000	100000	rapide	aleatoire	0.30	13664
11	911382	-100000	100000	radix	aleatoire	0.69	22728
11	911382	-100000	100000	radix	croissant	0.66	22696
29	548150	-100000	100000	radix	aleatoire	0.42	14336
31	371794	-100000	100000	fusion	aleatoire	0.43	10396
34	599680	-100000	100000	radix	decroissant	0.43	15536
39	517329	-100000	100000	radix	decroissant	0.37	13492
49	291075	-100000	100000	fusion	aleatoire	0.32	8428
1	698193	-100000	100000	fusion	aleatoire	0.81	17964
44	899610	-100000	100000	rapide	aleatoire	0.37	15740
34	599680	-100000	100000	radix	croissant	0.42	15520
26	716668	-100000	100000	radix	croissant	0.52	18120
26	716668	-100000	100000	radix	aleatoire	0.53	18144
30	678911	-100000	100000	radix	croissant	0.48	17364
30	678911	-100000	100000	radix	decroissant	0.48	17344
34	599680	-100000	100000	radix	aleatoire	0.45	15592
30	678911	-100000	100000	radix	aleatoire	0.51	17360
17	947105	-100000	100000	radix	croissant	0.68	23480
43	624166	-100000	100000	radix	croissant	0.44	16108
26	716668	-100000	100000	radix	decroissant	0.52	18164
17	947105	-100000	100000	radix	aleatoire	0.70	23456
29	548150	-100000	100000	fusion	decroissant	0.52	14584
43	624166	-100000	100000	radix	aleatoire	0.47	16280
39	517329	-100000	100000	fusion	decroissant	0.49	13936
39	517329	-100000	100000	radix	aleatoire	0.39	13520
43	624166	-100000	100000	radix	decroissant	0.44	16104
29	548150	-100000	100000	fusion	croissant	0.50	14612
50	559814	-100000	100000	radix	croissant	0.40	14400
16	973416	-100000	100000	radix	decroissant	0.71	24172
